"Monday March 27 2006","3 : 00 4 : 30 pm","210 Illini Union","The Job Search Consult","This workshop discuss consult job search strategi grad student It inform begin organ job search strategi effect research organ find help resourc"
"Wednesday Februari 09 2011","6 : 00 pm","2405 Siebel Center","Facebook Tech Talk","Facebook @ Illinoi What impact 500 million peopl world What technic challeng What cultur What ripstick night Hackathon What work Zuck Facebook come town Join interact panel engin divers team Data Infrastructur Mobil Page Site Integriti Core System Provis Learn team technic challeng experi Facebook We encourag question readi Pleas RSVP event we'll idea food drink order RSVP : www.facebook.com illinoisengpanel"
"Wednesday Februari 09 2011","7 : 00 pm","ACM Office ( 1104 Siebel Center )","ACM Cooki Swap","Stop ACM offic enjoy cooki milk Bring favorit recip enjoy Everyon welcom It ACM Activiti Week We'r scari think"
"Thursday Februari 10 2011","6 : 30 pm","Siebel 2405","Microsoft Former Intern Panel","Microsoft Former Intern Panel Thursday Februari 10 Siebel 2405 6 : 30 7 : 30PM Join Microsoft former intern talk internship experi Microsoft Bring lot question great answer Bring resum enter raffl win prize Free food"
"Friday Februari 11 2011","7 : 00 pm","ACM Office ( 1104 Siebel Center )","ACM Video Game Night","Join ACM video game fun Everyon welcom Arcade video game consol ACM offic Wii atrium PS3 1404 It ACM Activiti Week We'r scari think"
"Monday Februari 14 2011","4 : 00 pm","2405 Siebel Center & The Videowal","IBM Watson Jeopardi View Parti","Come watch IBMs Watson supercomput take Jeopardi Siebel Center Februari 14 16 The event Siebel Center video wall room 2405 three day start 4 : 00 On Tuesday Feb 15 3 : 30 2405 Conni Shoemak IBM hand answer question Watson develop Plus popcorn"
"Tuesday Februari 15 2011","5 : 30 pm","2405 Siebel Center","Comput Habitat Program Competit Brainstorm","A share event learn Siebel Center comput habitat identifi improv recogn potenti project interact faculti staff fellow student Come away charg 2011 Comput Habitat Program Competit When : Tuesday Feb 15th 5 : 30 7pmWhere : 2405 Siebel CenterWho : All Siebel inhabit ; interest Program CompetitionRSVP : https : illinois.edu fb sec 6118256 Bring : your idea improv Siebel Center complaint exist infrastructur vision habitatWe'l give overview Comput Habitat Program Competit encourag dialog feedback discuss Hear former CHPC winner innov Even don't group idea come event abl match Pizza drink serv"
"Tuesday Februari 15 2011","7 : 00 pm","CSL 238 ( Videoconferenc Room )","Error Esitmat Code","Error Estimat Code Chen BinBin Research Fellow School Comput Nation Univers Singapor Candid Posit Advanc Digit Scienc Center http : www.comp.nus.edu.sg ~ chenbinb Date Time Locat : Februari 15 2011 7pm CSL 238 ( Videoconferenc Room ) Abstract : One key long stand challeng wireless network deal bit error occur transmiss Error correct code error detect code long play fundament role deal bit error The share philosophi code ensur packet fulli correct Motiv recent emerg wireless design leverag partial correct packet talk introduc new class code design Error Estimat Code ( EEC ) Without correct error receiv packet EEC enabl receiv estim number error packet Compar error correct code advantag EEC lie signific reduc redund comput overhead achiev weaker conveni use function Thus EEC provid wireless network design new tradeoff point spectrum overhead function previous avail In talk I discuss meta inform provid EEC benefit wide rang wireless network applic To demonstr util EEC real world talk summar experiment result two wireless network applic implement I present design EEC algorithm provid provabl estim qualiti low redund comput overhead Bio : Chen BinBin current research fellow School Comput Nation Univers Singapor BinBin receiv B.S Comput Scienc Peke Univers China 2003 Ph.D Nation Univers Singapor 2010 BinBin research interest cover broad area network system focus wireless"
"Wednesday Februari 16 2011","5 : 00 pm","151 Everitt Lab","THE CARBON SILICON BOND : HOW THE HUMANS CAME TO LOVE THEIR ELECTONIC DEVICES","Richard Blahut Henri Magnuski Professor Electric Comput Engineer Univeristi Illinoi An ECE faculti member 1994 Blahut renown expert inform theori He serv head ECE 2001 2009 The half centuri emerg new nonsenti silicon base lifeform share planet carbon base lifeform Our goal herald accomplish mathemat engin comput scienc led near instantan re invent planet describ main result informat pay tribut great men women led ( r ) evolut Open All | Pizza Provid After Talk"
"Monday Februari 21 2011","7 : 00 pm","2405 Siebel Center","Zynga Informat Session","We'v got job We'r hire Full time intern Zynga Informat Session Monday Februari 21st @ 7pm 2405 Siebel Center Free Food We activ seek best brightest join team Challeng work Fun environ Great opportun Pleas send resum yoni @ zynga.com"
"Tuesday Februari 22 2011","7 : 00 pm","CSL 238 ( Videoconferenc Room )","Ensure Safeti & Sustain Cyber Physic System","Abstract : Recent technolog advanc smaller form factor embed comput wireless sens devic enabl coordin monitor autom control facilit various physic process divers set applic e.g autom vehicl autom healthcar Such system strong coupl physic environ refer Cyber Physic System ( CPSs ) interact system physic environ refer Cyber Physic Interact ( CPIs ) A major challeng regard ensur : ( ) safeti i.e ensur impact comput oper ( e.g oper medic devic control system insulin pump ) physic process ( e.g human physiolog process variat blood glucos level ) desir limit ; ( ii ) sustain i.e ensur uninterrupt safe oper minimum avail resourc ( e.g uninterrupt oper medic devic energi avail batteri bodi scaveng sourc ) This talk focus model driven design verif manag safe sustain CPSs This involv : ( ) character CPIs order abl proper model evalu CPSs ’ safeti sustain ; ( b ) applic model driven verif manag smart healthcar domain Further model driven manag reap signific benefit green sustain comput exist comput infrastructur e.g data center ( princip infrastructur modern comput cloud ) Model data center cyber physic perspect aid awar comput server ’ impact temperatur distribut cool demand ( form CPI ) data center The cool energi requir maintain safe oper temperatur data center reduc awar integr data center resourc manag decis make Moreov ensur general applic model driven manag CPI character need perform divers spectrum domain e.g power grid autonom vehicl import futur research direct Bio : Tridib Mukherje Postdoctor Research Fellow School Comput Informat Decis System Engineer Arizona State Univers ( ASU ) Temp USA He receiv B.E degre comput scienc engin Jadavpur Univers Kolkata India Ph.D degre comput scienc ASU He finalist IBM PhD fellowship award 2007 He work industri wireless network distribut embed system His research interest Cyber Physic System ( CPSs ) distribut system embed system wireless network model base engin His Ph.D work focus safeti energi effici Cyber Physic System ( CPSs ) In regard develop critic incid respons model design & verif CPSs thermal awar resourc manag energi effici data center energi effici & autonom rout manag ad hoc network He work research intern Intel Inc demonstr prototyp"
"Wednesday Februari 23 2011","5 : 00 pm","151 Everitt Lab","FROM CONCEPT TO COMPANi : TAKING HIGH TECH RESEARCH TO THE CONSUMER MARKET","Abstract : Sanjay talk experi 2 tech startup AGEIA Nuvixa attempt attempt take cut edg technolog research domain consum mainstream Bio : Sanjay J Patel Associat Professor Electric Comput Engineer Soni Scholar Univers Illinoi Urbana Champaign He co founder CEO Nuvixa compani revolution video communic new 3D imag technolog Sanjay background high perform comput architectur He publish numer paper domain architect commerci chip career He done architectur hardwar verif logic design perform model Digit Equipment Corpor Intel Corpor HAL Comput System provid consult Transmeta Jet Propuls Laboratori HAL Intel AGEIA Technolog From 2004 2008 serv Chief Architect Chief Technolog Officer AGEIA Technolog prior acquisit Nvidia Corp Patel earn Bachelor ( 1990 ) Master Scienc ( 1992 ) Ph.D ( 1999 ) Comput Scienc Engineer Univers Michigan Ann Arbor He co author ( yale N Patt The Univers Texa Austin ) introductori textbook comput scienc engin student titl Introduct Comput System : From Bit Gate C Beyond avail second edit McGraw Hill Open All | Pizza provid talk"
"Thursday April 07 2011","10 : 00","2405 Siebel Center","Special Distinguish Seminar : Linda Petzold","Spatial Stochast Simul Polar yeast Mate In microscop system form live cell small number reactant molecul result dynam behavior discret stochast continu determinist Spatio tempor gradient pattern play import role system In lectur report recent progress develop comput method softwar spatial stochast simul Then describ spatial stochast model ofpolarisom format mate yeast The new model built simpl mechanist compon abl achiev high polar phenotyp relat shallow input gradient track movement gradient The spatial stochast simul abl reproduc experiment observ extent possibl determinist simul About Linda PetzoldDr Linda Petzold current Professor Depart Comput Scienc ( Chair 2003 2007 ) Depart Mechan Engineer Director Comput Scienc Engineer Program Univers California Santa Barbara She receiv Ph.D Comput Scienc 1978 Univers Illinoi From 1978 1985 member Appli Mathemat Group Sandia Nation Laboratori Livermor California 1985 1991 Group Leader Numer Mathemat Group Lawrenc Livermor Nation Laboratori 1991 1997 Professor Depart Comput Scienc Univers Minnesota Dr Petzold member US Nation Academi Engineer She recent name Faculti Research Lectur 2011 highest honor UCSB bestow faculti She Fellow ASME SIAM AAAS She award Wilkinson Prize Numer Softwar 1991 Dahlquist Prize 1999 AWM SIAM Sonia Kovalevski Prize 2003 She serv SIAM ( Societi Industrial Appli Mathemat ) Vice Presid Larg 2000 2001 SIAM Vice Presid Public 1993 1998 Editor Chief SIAM Journal Scientif Comput 1989 1993"
"Friday April 08 2011","6 : 00 pm","2405 Siebel Center","Raytheon Hack Kickoff CTF Tech Talk","Join three time winner DEFCON CTF Jordan Wien talk take play win challeng hack competit world The talk held 2405 Siebel Center 6 : 00 p.m Friday April 8 Pizza refresh provided.Then Saturday April 9 2405 Siebel Center come pit skill knowledg challeng server No previous CTF experi need Just bring laptop black white gray hat friend The competit begin 10 : 00 a.m finalscor talli 5 : 00 p.m There awesom prize winner consol swag Lunch snack refresh provided.Com pizza stay pwnage"
"Saturday April 09 2011","10 : 00","2405 Siebel Center","Raytheon Mini CTF Hack Event","Join three time winner DEFCON CTF Jordan Wien talk take play win challeng hack competit world The talk held 2405 Siebel Center 6 : 00 p.m Friday April 8 Pizza refresh provided.Then Saturday April 9 2405 Siebel Center come pit skill knowledg challeng server No previous CTF experi need Just bring laptop black white gray hat friend The competit begin 10 : 00 a.m final score talli 5 : 00 p.m There awesom prize winner consol swag Lunch snack refresh provid"
"Tuesday April 12 2011","6 : 00 pm","2405 Siebel Center","CS Freshman Town Hall","CS Freshmen : come Freshman Town Hall tell thought experi CS What work What didn't What improv add expand chang We hear Pizza provid"
"Thursday April 14 2011","5 : 30 pm","2405 Siebel Center","Wolfram : Image Process Mathematica 8","Join Wolfram Tech Talk Q & A session Image Process Mathematica 8 Technic staff member HR repres attend The Image Process team current hire"
